,Cod.Car.Sec,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final
1755,CIV-PLS13 ,0,2019,18,9,8,6,0,
1756,MCT-PLS13 ,0,0,11,7,3,18,0,
1757,CIV-PLS13 ,0,0,17,14,3,28,0,
1758,CIV-PLS13 ,0,0,13,15,6,16,0,
1759,CIV-PLS13 ,0,0,13,14,6,18,0,
1760,CIV-PLS13 ,1,2019,18,25,6,0,0,1F-3
1761,ELE-PLS13 ,0,0,5,12,7,14,0,
1762,CIV-PLS13 ,0,2019,19,24,6,0,0,1F-1
1763,ELE-PLS13 ,0,0,0,0,3,0,0,
1764,ELE-PLS13 ,0,2019,8,26,2,0,0,1F-1
1765,ELE-PLS13 ,0,2019,10,20,8,0,0,1F-1
1766,CIV-PLS13 ,1,2019,18,23,8,0,0,1F-3
1767,CIV-PLS13 ,0,0,8,21,5,24,0,
1768,CIV-PLS13 ,0,0,13,10,6,0,0,
1769,MCT-PLS13 ,0,2019,11,24,5,26,0,
1770,CIV-PLS13 ,0,0,9,0,2,0,0,
1771,ELE-PLS13 ,0,0,7,16,5,18,0,
1772,MCT-PLS13 ,0,2019,17,21,5,0,0,1F-1
1773,IND-PLS13 ,0,2019,9,27,3,0,0,
1774,CIV-PLS13 ,1,2019,17,18,8,0,0,1F-2
1775,MCT-PLS13 ,0,0,11,14,6,14,0,
1776,MCT-PLS13 ,0,0,7,8,2,0,0,
1777,CIV-PLS13 ,0,0,10,10,4,8,0,
1778,MCT-PLS13 ,1,2019,13,31,8,0,0,1F-4
1779,CIV-PLS13 ,0,2019,0,0,0,0,0,
1780,IND-PLS13 ,0,0,15,8,2,0,0,
1781,MCT-PLS13 ,0,0,0,0,1,0,0,
1782,CIV-PLS13 ,0,0,12,9,4,26,0,
1783,IND-PLS13 ,0,0,11,12,2,16,0,
1784,ELE-PLS13 ,1,2019,17,31,8,0,0,1F-5
1785,CIV-PLS13 ,0,2019,14,26,7,0,0,1F-1
1786,ELE-PLS13 ,0,2019,0,0,0,0,0,1F-1
1787,MCT-PLS13 ,0,0,12,0,3,0,0,
1788,ELE-PLS13 ,0,2019,13,20,4,0,0,1F-1
1789,ELE-PLS13 ,0,2019,10,27,6,0,0,1F-1
1790,ELE-PLS13 ,0,2019,6,24,5,0,0,1F-1
1791,CIV-PLS13 ,0,2019,16,19,6,12,0,
1792,MCT-PLS13 ,0,0,7,0,1,0,0,
1793,CIV-PLS13 ,0,0,5,0,5,0,0,
1794,ELE-PLS13 ,1,2019,20,23,0,0,0,1F-3
1795,MCT-PLS13 ,0,2019,5,0,0,0,0,
1796,CIV-PLS13 ,0,2019,13,15,3,32,0,
1797,ELE-PLS13 ,0,2019,18,23,4,0,0,1F-1
1798,ELE-PLS13 ,0,0,8,0,3,0,0,
1799,MCT-PLS13 ,0,2019,12,14,0,0,0,
1800,CIV-PLS13 ,0,0,8,12,3,28,0,
1801,CIV-PLS13 ,0,2019,15,18,10,24,0,
1802,CIV-PLS13 ,0,2019,15,16,6,0,0,1F-1
1803,IND-PLS13 ,0,0,10,1,2,0,0,
1804,ELE-PLS13 ,0,2019,16,14,5,0,0,1F-1
1805,MCT-PLS13 ,0,2019,9,0,0,20,0,
1806,MCT-PLS13 ,1,2019,18,29,8,0,0,1F-5
1807,CIV-PLS13 ,0,2019,12,9,8,30,0,
1808,CIV-PLS13 ,0,0,0,0,4,0,0,
1809,ELE-PLS13 ,1,2019,19,29,7,0,0,1F-4
1810,CIV-PLS13 ,0,0,4,2,4,0,0,
1811,ELE-PLS13 ,1,2019,18,29,9,0,0,1F-3
1812,ELE-PLS13 ,0,2019,0,0,0,0,0,1F-1
1813,CIV-PLS13 ,0,2019,0,0,0,0,0,
1814,MEC-PLS13 ,0,0,11,4,3,12,0,
1815,MCT-PLS13 ,0,2019,9,25,6,0,0,1F-1
1816,CIV-PLS13 ,0,0,9,23,2,0,0,
1817,CIV-PLS13 ,0,0,13,11,4,24,0,
1818,MCT-PLS13 ,0,2019,16,23,5,0,0,1F-1
1819,ELE-PLS13 ,1,2019,16,26,8,0,0,1F-4
1820,ELE-PLS13 ,0,0,10,15,5,0,0,
1821,ELE-PLS13 ,0,0,11,14,4,0,0,
1822,MCT-PLS13 ,0,2019,12,24,4,0,0,1F-1
1823,CIV-PLS13 ,1,2019,17,29,0,0,0,1F-4
1824,CIV-PLS13 ,0,0,14,13,4,10,0,
1825,ELE-PLS13 ,0,0,13,12,2,22,0,
1826,IND-PLS13 ,0,2019,14,14,5,32,0,
1827,ELE-PLS13 ,1,2019,18,23,6,0,0,1F-3
1828,MCT-PLS13 ,0,0,7,0,8,0,0,
1829,ELE-PLS13 ,0,0,10,1,7,0,0,
1830,ELE-PLS13 ,0,2019,12,22,4,0,0,1F-1
1831,ELE-PLS13 ,0,2019,11,23,8,0,0,1F-1
1832,CIV-PLS13 ,0,2019,5,0,0,0,0,1F-1
1833,CIV-PLS13 ,1,2019,20,21,7,0,0,1F-3
1834,ELE-PLS13 ,0,2019,14,19,6,0,0,1F-1
1835,CIV-PLS13 ,0,0,12,11,4,14,0,
1836,CIV-PLS13 ,1,2019,14,28,0,0,0,1F-2
1837,ELE-PLS13 ,0,2019,10,28,5,0,0,1F-1
1838,IND-PLS13 ,0,0,10,10,4,10,0,
1839,IND-PLS13 ,0,2019,11,20,6,0,0,1F-1
1840,ELE-PLS13 ,0,0,4,0,1,0,0,
1841,MCT-PLS13 ,0,0,6,0,2,0,0,
1842,ELE-PLS13 ,0,0,0,0,0,0,0,
1843,ELE-PLS13 ,0,2019,11,20,8,0,0,1F-1
1844,MCT-PLS13 ,0,0,13,16,4,18,0,
1845,ELE-PLS13 ,0,2019,21,31,8,0,0,
1846,ELE-PLS13 ,0,0,6,0,4,0,0,
1847,MCT-PLS13 ,0,0,2,0,2,0,0,
1848,CIV-PLS13 ,0,0,9,9,7,24,0,
1849,CIV-PLS13 ,0,2019,12,19,8,0,0,1F-1
1850,ELE-PLS13 ,0,2019,16,30,6,0,0,1F-1
1851,CIV-PLS13 ,0,0,3,10,2,0,0,
1852,IND-PLS13 ,0,0,9,0,4,0,0,
1853,CIV-PLS13 ,1,2019,20,28,2,0,0,1F-3
1854,CIV-PLS13 ,0,2019,13,5,8,27,0,
1855,MCT-PLS13 ,1,2019,18,28,8,0,0,1F-4
1856,CIV-PLS13 ,0,0,11,13,4,16,0,
1857,MCT-PLS13 ,0,0,6,16,2,24,0,
1858,CIV-PLS13 ,1,2019,15,25,5,0,0,1F-2
1859,CIV-PLS13 ,0,2019,14,17,6,0,0,1F-1
1860,CIV-PLS13 ,0,0,10,11,5,18,0,
1861,CIV-PLS13 ,0,2019,14,19,4,0,0,1F-1
1862,MCT-PLS13 ,0,2019,14,21,4,0,0,1F-1
1863,CIV-PLS13 ,1,2019,19,28,8,0,0,1F-4
1864,CIV-PLS13 ,0,2019,12,20,6,0,0,1F-1
1865,CIV-PLS13 ,1,2019,11,28,7,0,0,1F-3
1866,ELE-PLS13 ,0,0,2,0,3,0,0,
1867,IND-PLS13 ,0,0,5,0,6,0,0,
1868,ELE-PLS13 ,1,2019,17,27,5,0,0,1F-3
1869,CIV-PLS13 ,0,0,7,0,3,0,0,
1870,MEC-PLS13 ,0,0,16,7,4,20,0,
1871,CIV-PLS13 ,0,0,1,0,2,0,0,
1872,MCT-PLS13 ,0,0,8,7,6,22,0,
1873,CIV-PLS13 ,0,2019,13,23,4,0,0,1F-1
1874,CIV-PLS13 ,1,2019,15,27,9,0,0,1F-3
1875,ELE-PLS13 ,0,2019,10,28,4,0,0,1F-1
1876,ELE-PLS13 ,0,0,12,17,2,26,0,
1877,ELE-PLS13 ,0,2019,10,26,5,0,0,1F-1
1878,CIV-PLS13 ,0,2019,16,16,7,24,0,
1879,CIV-PLS13 ,0,2019,13,19,5,0,0,1F-1
1880,CIV-PLS13 ,1,2019,17,28,8,0,0,1F-3
1881,CIV-PLS13 ,1,2019,18,24,7,0,0,1F-3
1882,ELE-PLS13 ,0,0,11,8,5,18,0,
1883,ELE-PLS13 ,0,0,15,10,4,0,0,
1884,CIV-PLS13 ,0,0,5,0,3,0,0,
1885,CIV-PLS13 ,0,0,7,21,4,20,0,
1886,CIV-PLS13 ,0,0,0,3,4,0,0,
1887,IND-PLS13 ,0,2019,12,16,8,0,0,1F-1
1888,CIV-PLS13 ,0,0,15,16,3,24,0,
1889,ELE-PLS13 ,1,2019,11,22,10,0,0,1F-2
1890,CIV-PLS13 ,0,0,5,0,1,0,0,
1891,CIV-PLS13 ,0,2019,0,0,0,0,0,
1892,CIV-PLS13 ,0,0,9,11,3,22,0,
1893,CIV-PLS13 ,0,2019,12,20,3,0,0,1F-1
1894,CIV-PLS13 ,0,0,0,0,2,0,0,
1895,CIV-PLS13 ,1,2019,22,26,8,0,0,1F-5
1896,CIV-PLS13 ,0,2019,9,22,5,0,0,1F-1
